date,code,pcs_m,quantity,location
2017-06-13,G131,0.01,1,thur_schoenenberg_schaera
2017-06-13,G177,0.01,1,thur_schoenenberg_schaera
2017-06-13,G23,0.01,1,thur_schoenenberg_schaera
2017-06-13,G67,0.03,3,thur_schoenenberg_schaera
2017-06-13,G175,0.05,5,thur_schoenenberg_schaera
2017-06-13,G21,0.01,1,thur_schoenenberg_schaera
2017-06-13,G30,0.01,1,thur_schoenenberg_schaera
2017-06-13,G156,0.32,31,thur_schoenenberg_schaera
2017-06-13,G178,0.03,3,thur_schoenenberg_schaera
2017-06-13,G4,0.01,1,thur_schoenenberg_schaera
2017-06-13,G27,0.64,61,thur_schoenenberg_schaera
2017-06-11,G30,0.02,2,thur_schoenenberg_schaera
2017-06-11,G152,0.02,2,thur_schoenenberg_schaera
2017-06-11,G177,0.09,9,thur_schoenenberg_schaera
2017-06-11,G208,0.01,1,thur_schoenenberg_schaera
2017-06-11,G27,0.65,62,thur_schoenenberg_schaera
2017-06-11,G145,0.01,1,thur_schoenenberg_schaera
2017-06-11,G175,0.08,8,thur_schoenenberg_schaera
2017-06-11,G198,0.01,1,thur_schoenenberg_schaera
2017-06-11,G26,0.01,1,thur_schoenenberg_schaera
2017-06-11,G67,0.06,6,thur_schoenenberg_schaera
2017-06-11,G156,0.05,5,thur_schoenenberg_schaera
2017-06-11,G178,0.1,10,thur_schoenenberg_schaera
2017-06-07,G13,0.01,1,thur_schoenenberg_schaera
2017-06-07,G30,0.01,1,thur_schoenenberg_schaera
2017-06-07,G124,0.01,1,thur_schoenenberg_schaera
2017-06-07,G177,0.16,15,thur_schoenenberg_schaera
2017-06-07,G198,0.33,32,thur_schoenenberg_schaera
2017-06-07,G27,0.43,41,thur_schoenenberg_schaera
2017-06-07,G67,0.03,3,thur_schoenenberg_schaera
2017-06-07,G175,0.06,6,thur_schoenenberg_schaera
2017-06-07,G191,0.01,1,thur_schoenenberg_schaera
2017-06-07,G26,0.01,1,thur_schoenenberg_schaera
2017-06-07,G35,0.01,1,thur_schoenenberg_schaera
2017-06-07,G156,0.1,10,thur_schoenenberg_schaera
2017-06-07,G178,0.05,5,thur_schoenenberg_schaera
2017-06-07,G200,0.01,1,thur_schoenenberg_schaera
2017-06-01,G27,0.25,24,thur_schoenenberg_schaera
2017-06-01,G134,0.01,1,thur_schoenenberg_schaera
2017-06-01,G156,0.07,7,thur_schoenenberg_schaera
2017-06-01,G175,0.02,2,thur_schoenenberg_schaera
2017-06-01,G198,0.02,2,thur_schoenenberg_schaera
2017-06-01,G25,0.02,2,thur_schoenenberg_schaera
2017-06-01,G79,0.01,1,thur_schoenenberg_schaera
2017-06-01,G152,0.01,1,thur_schoenenberg_schaera
2017-06-01,G171,0.01,1,thur_schoenenberg_schaera
2017-06-01,G178,0.03,3,thur_schoenenberg_schaera
2017-06-01,G4,0.03,3,thur_schoenenberg_schaera
2017-06-01,G33,0.01,1,thur_schoenenberg_schaera
2017-06-01,G145,0.04,4,thur_schoenenberg_schaera
2017-06-01,G165,0.01,1,thur_schoenenberg_schaera
2017-06-01,G177,0.01,1,thur_schoenenberg_schaera
2017-05-29,G204,0.01,1,thur_schoenenberg_schaera
2017-05-29,G30,0.01,1,thur_schoenenberg_schaera
2017-05-29,G126,0.01,1,thur_schoenenberg_schaera
2017-05-29,G158,0.06,6,thur_schoenenberg_schaera
2017-05-29,G177,0.05,5,thur_schoenenberg_schaera
2017-05-29,G198,0.01,1,thur_schoenenberg_schaera
2017-05-29,G27,0.4,38,thur_schoenenberg_schaera
2017-05-29,G79,0.03,3,thur_schoenenberg_schaera
2017-05-29,G156,0.12,12,thur_schoenenberg_schaera
2017-05-29,G175,0.01,1,thur_schoenenberg_schaera
2017-05-29,G188,0.01,1,thur_schoenenberg_schaera
2017-05-29,G7,0.01,1,thur_schoenenberg_schaera
2017-05-29,G67,0.03,3,thur_schoenenberg_schaera
2017-05-29,G138,0.03,3,thur_schoenenberg_schaera
2017-05-29,G172,0.03,3,thur_schoenenberg_schaera
2017-05-29,G178,0.06,6,thur_schoenenberg_schaera
2017-05-27,G198,0.02,2,thur_schoenenberg_schaera
2017-05-27,G26,0.01,1,thur_schoenenberg_schaera
2017-05-27,G67,0.01,1,thur_schoenenberg_schaera
2017-05-27,G156,0.04,4,thur_schoenenberg_schaera
2017-05-27,G191,0.01,1,thur_schoenenberg_schaera
2017-05-27,G25,0.01,1,thur_schoenenberg_schaera
2017-05-27,G30,0.01,1,thur_schoenenberg_schaera
2017-05-27,G151,0.01,1,thur_schoenenberg_schaera
2017-05-27,G178,0.01,1,thur_schoenenberg_schaera
2017-05-27,G7,0.01,1,thur_schoenenberg_schaera
2017-05-27,G27,0.23,22,thur_schoenenberg_schaera
2017-05-27,G131,0.01,1,thur_schoenenberg_schaera
2017-05-27,G175,0.02,2,thur_schoenenberg_schaera
2017-05-25,G30,0.01,1,thur_schoenenberg_schaera
2017-05-25,G158,0.01,1,thur_schoenenberg_schaera
2017-05-25,G27,0.03,3,thur_schoenenberg_schaera
2017-05-25,G156,0.02,2,thur_schoenenberg_schaera
2017-05-25,G25,0.01,1,thur_schoenenberg_schaera
2017-05-25,G134,0.01,1,thur_schoenenberg_schaera
2017-05-22,G30,0.01,1,thur_schoenenberg_schaera
2017-05-22,G178,0.01,1,thur_schoenenberg_schaera
2017-05-22,G27,0.04,4,thur_schoenenberg_schaera
2017-05-22,G158,0.04,4,thur_schoenenberg_schaera
2017-05-22,G21,0.01,1,thur_schoenenberg_schaera
2017-05-22,G66,0.02,2,thur_schoenenberg_schaera
2017-05-22,G179,0.01,1,thur_schoenenberg_schaera
2017-05-18,G147,0.01,1,thur_schoenenberg_schaera
2017-05-18,G175,0.01,1,thur_schoenenberg_schaera
2017-05-18,G198,0.02,2,thur_schoenenberg_schaera
2017-05-18,G10,0.01,1,thur_schoenenberg_schaera
2017-05-18,G79,0.03,3,thur_schoenenberg_schaera
2017-05-18,G156,0.06,6,thur_schoenenberg_schaera
2017-05-18,G178,0.05,5,thur_schoenenberg_schaera
2017-05-18,G7,0.02,2,thur_schoenenberg_schaera
2017-05-18,G27,0.19,18,thur_schoenenberg_schaera
2017-05-18,G152,0.02,2,thur_schoenenberg_schaera
2017-05-18,G177,0.02,2,thur_schoenenberg_schaera
2017-05-18,G25,0.02,2,thur_schoenenberg_schaera
2017-05-13,G178,0.07,7,thur_schoenenberg_schaera
2017-05-13,G27,0.05,5,thur_schoenenberg_schaera
2017-05-13,G25,0.01,1,thur_schoenenberg_schaera
2017-05-13,G200,0.01,1,thur_schoenenberg_schaera
2017-05-07,G175,0.01,1,thur_schoenenberg_schaera
2017-05-07,G27,0.2,19,thur_schoenenberg_schaera
2017-05-07,G25,0.01,1,thur_schoenenberg_schaera
2017-05-01,G25,0.01,1,thur_schoenenberg_schaera
2017-05-01,G208,0.01,1,thur_schoenenberg_schaera
2017-05-01,G7,0.01,1,thur_schoenenberg_schaera
2017-05-01,G79,0.01,1,thur_schoenenberg_schaera
2017-05-01,G27,0.06,6,thur_schoenenberg_schaera
2017-04-25,G21,0.01,1,thur_schoenenberg_schaera
2017-04-25,G67,0.03,3,thur_schoenenberg_schaera
2017-04-25,G151,0.01,1,thur_schoenenberg_schaera
2017-04-25,G156,0.01,1,thur_schoenenberg_schaera
2017-04-25,G3,0.01,1,thur_schoenenberg_schaera
2017-04-25,G178,0.03,3,thur_schoenenberg_schaera
2017-04-25,G13,0.02,2,thur_schoenenberg_schaera
2017-04-25,G30,0.02,2,thur_schoenenberg_schaera
2017-04-25,G142,0.01,1,thur_schoenenberg_schaera
2017-04-25,G154,0.01,1,thur_schoenenberg_schaera
2017-04-25,G177,0.06,6,thur_schoenenberg_schaera
2017-04-25,G8,0.01,1,thur_schoenenberg_schaera
2017-04-25,G198,0.02,2,thur_schoenenberg_schaera
2017-04-25,G27,0.2,19,thur_schoenenberg_schaera
2017-04-25,G79,0.03,3,thur_schoenenberg_schaera
2017-04-25,G152,0.01,1,thur_schoenenberg_schaera
2017-04-25,G175,0.03,3,thur_schoenenberg_schaera
2017-04-25,G4,0.01,1,thur_schoenenberg_schaera
2017-04-25,G179,0.02,2,thur_schoenenberg_schaera
2017-04-13,G7,0.02,2,thur_schoenenberg_schaera
2017-04-13,G27,0.06,6,thur_schoenenberg_schaera
2017-04-13,G145,0.01,1,thur_schoenenberg_schaera
2017-04-13,G4,0.05,5,thur_schoenenberg_schaera
2017-04-13,G25,0.01,1,thur_schoenenberg_schaera
2017-04-13,G138,0.01,1,thur_schoenenberg_schaera
2017-04-13,G175,0.03,3,thur_schoenenberg_schaera
2017-04-13,G23,0.01,1,thur_schoenenberg_schaera
2017-04-13,G30,0.01,1,thur_schoenenberg_schaera
2017-04-13,G156,0.01,1,thur_schoenenberg_schaera
2017-04-10,G152,0.01,1,thur_schoenenberg_schaera
2017-04-10,G27,0.03,3,thur_schoenenberg_schaera
2017-04-10,G198,0.01,1,thur_schoenenberg_schaera
2017-04-08,G33,0.01,1,thur_schoenenberg_schaera
2017-04-08,G165,0.01,1,thur_schoenenberg_schaera
2017-04-08,G27,0.01,1,thur_schoenenberg_schaera
2017-04-08,G138,0.01,1,thur_schoenenberg_schaera
2017-04-08,G198,0.02,2,thur_schoenenberg_schaera
2017-04-08,G4,0.01,1,thur_schoenenberg_schaera
2017-04-08,G49,0.01,1,thur_schoenenberg_schaera
2017-04-08,G178,0.02,2,thur_schoenenberg_schaera
2017-04-06,G24,0.01,1,thur_schoenenberg_schaera
2017-04-06,G137,0.01,1,thur_schoenenberg_schaera
2017-04-06,G198,0.01,1,thur_schoenenberg_schaera
2017-04-06,G79,0.02,2,thur_schoenenberg_schaera
2017-04-06,G158,0.01,1,thur_schoenenberg_schaera
2017-04-06,G27,0.06,6,thur_schoenenberg_schaera
2017-04-06,G156,0.09,9,thur_schoenenberg_schaera
2018-03-30,G30,0.04,1,vierwaldstattersee_weggis_schoberls_1
2018-03-30,G66,0.04,1,vierwaldstattersee_weggis_schoberls_1
2018-01-27,G79,0.17,4,vierwaldstattersee_weggis_schoberls_1
2018-01-27,G66,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-12-27,G79,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-12-27,G175,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-11-04,G79,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-10-19,G158,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-10-19,G79,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-10-19,G23,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-10-19,G208,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-09-10,G208,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-08-19,G124,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-08-19,G79,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-08-19,G208,0.13,3,vierwaldstattersee_weggis_schoberls_1
2017-08-19,G30,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-08-19,G142,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-07-09,G79,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-07-09,G21,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-06-02,G27,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-05-02,G82,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-05-02,G79,0.13,3,vierwaldstattersee_weggis_schoberls_1
2017-05-02,G93,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G79,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G142,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G27,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G82,0.04,1,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G80,0.09,2,vierwaldstattersee_weggis_schoberls_1
2017-04-03,G191,0.04,1,vierwaldstattersee_weggis_schoberls_1
2018-03-30,G87,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G178,0.09,6,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G30,0.04,3,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G82,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G177,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G208,0.78,53,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G21,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G79,0.16,11,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G134,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G198,0.03,2,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G31,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G79,0.06,4,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G178,0.03,2,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G32,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G124,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G30,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G83,0.04,3,vierwaldstattersee_weggis_schoberls_2
2018-01-27,G208,0.53,36,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G158,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G210,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G24,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G66,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G137,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G208,0.38,26,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G4,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G33,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G124,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G178,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G31,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-12-27,G79,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G89,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G198,0.06,4,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G79,0.07,5,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G125,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G30,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G124,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-11-04,G208,0.24,16,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G208,0.35,24,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G79,0.1,7,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G178,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G67,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G156,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G30,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-10-19,G82,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G31,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G82,0.07,5,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G208,0.56,38,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G27,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G79,0.31,21,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G178,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G23,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G32,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-09-10,G125,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G208,0.78,53,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G30,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G82,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G198,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G27,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G79,0.06,4,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G177,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G21,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G66,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-08-19,G156,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G30,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G125,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G208,0.93,63,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G7,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G27,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G82,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G178,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G23,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G79,0.26,18,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G151,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-07-09,G21,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G27,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G79,0.15,10,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G156,0.07,5,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G178,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G8,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G23,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G59,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G134,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G177,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G208,0.91,62,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G22,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G30,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G82,0.04,3,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G171,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G198,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-05-02,G21,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G27,0.07,5,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G79,0.03,2,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G156,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G22,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G67,0.06,4,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G87,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G208,0.13,9,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G30,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G80,0.01,1,vierwaldstattersee_weggis_schoberls_2
2017-04-03,G198,0.01,1,vierwaldstattersee_weggis_schoberls_2
2018-03-30,G124,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G27,0.09,6,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G82,0.06,4,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G208,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G24,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G79,0.13,9,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G125,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-03-30,G30,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G7,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G30,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G125,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G158,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G3,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G27,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G82,0.1,7,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G145,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G22,0.03,2,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G79,0.09,6,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G142,0.01,1,vierwaldstattersee_weggis_schoberls_3
2018-01-27,G178,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G27,0.09,6,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G33,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G82,0.12,8,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G156,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G4,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G31,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G79,0.13,9,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G125,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G200,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G30,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G35,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G101,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-12-27,G172,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G156,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G27,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G82,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G79,0.09,6,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G158,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-11-04,G31,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G66,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G82,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G156,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G30,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G79,0.07,5,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G125,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G208,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G27,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G67,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G95,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-10-19,G178,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G211,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G31,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G145,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G208,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G27,0.09,6,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G82,0.12,8,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G177,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G25,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G79,0.09,6,vierwaldstattersee_weggis_schoberls_3
2017-09-10,G171,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G79,0.21,14,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G178,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G208,0.21,14,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G50,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G142,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G198,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G27,0.12,8,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G82,0.18,12,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G191,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-08-19,G10,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G79,0.18,12,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G101,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G177,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G210,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G66,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G90,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G156,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G200,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G27,0.09,6,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G82,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G125,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-07-09,G178,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G191,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G7,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G66,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G101,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G159,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G4,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G30,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G82,0.21,14,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G156,0.07,5,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G27,0.06,4,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G79,0.06,4,vierwaldstattersee_weggis_schoberls_3
2017-06-02,G125,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G156,0.07,5,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G208,0.04,3,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G23,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G66,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G142,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G178,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G27,0.37,25,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G82,0.1,7,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G177,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G213,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G26,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-05-02,G79,0.19,13,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G87,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G125,0.03,2,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G7,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G156,0.07,5,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G30,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G67,0.07,5,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G82,0.21,14,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G124,0.01,1,vierwaldstattersee_weggis_schoberls_3
2017-04-03,G145,0.01,1,vierwaldstattersee_weggis_schoberls_3
